TU_id	start	end	Direction	TU_genes	pathway_id	pathway_names
TU185E-5845	1437324	1437815	+	G185E-5456		-
TU185E-6806	3554298	3555262	+	G185E-7454 ; G185E-7453		-
TU185E-7174	4372800	4373630	-	G185E-8187		-
TU185E-7438	2326944	2327501	+	G185E-6274		-
TU185E-6057	1976600	1977331	+	G185E-5943		-
TU185E-5461	665851	668394	-	G185E-4708 ; G185E-4707	PYRIDNUCSAL-PWY	NAD salvage pathway I (PNC VI cycle);-
TU185E-6425	2716395	2718808	-	G185E-6651 ; G185E-6650 ; G185E-6649 ; G185E-6648	PWY-6686 ; PWY-5662;PYRIDNUCSYN-PWY ; PWY-5653 ; PYRIDNUCSAL-PWY	glucosylglycerate biosynthesis I;mannosylglucosylglycerate biosynthesis I;NAD <i>de novo</i> biosynthesis I (from aspartate);NAD salvage pathway I (PNC VI cycle);NAD biosynthesis from 2-amino-3-carboxymuconate semialdehyde;-
TU185E-5829	1402778	1404603	-	G185E-5427 ; G185E-5426		-
TU185E-6790	3529338	3531138	-	G185E-7426 ; G185E-7425		-
TU185E-7158	4328401	4329614	-	G185E-8155 ; G185E-8154		-
TU185E-7422	2437941	2439140	+	G185E-6386		-
TU185E-6041	1946613	1946686	+	G185E-5912	PWY0-1479 ; TRNA-CHARGING-PWY	tRNA charging
TU185E-5445	641096	642811	-	G185E-4684	PWY0-42 ; FAO-PWY ; PWY0-1337 ; PWY-5971 ; P221-PWY ; PWY-5989	stearate biosynthesis II (bacteria and plants);palmitate biosynthesis II (bacteria and plants);octane oxidation;2-methylcitrate cycle I;fatty acid &beta;-oxidation I;oleate &beta;-oxidation
TU185E-6409	2682015	2683142	-	G185E-6614	PWY0-1415 ; HEMESYN2-PWY	superpathway of heme <i>b</i> biosynthesis from uroporphyrinogen-III;heme <i>b</i> biosynthesis II (anaerobic)
TU185E-5813	1365875	1367858	+	G185E-5395 ; G185E-5394		-
TU185E-6774	3477649	3479951	+	G185E-7376 ; G185E-7375 ; G185E-7374 ; G185E-7373	PWY-6823	molybdenum cofactor biosynthesis;-
TU185E-7142	4288260	4291529	-	G185E-8119		-
TU185E-6025	1902397	1906242	+	G185E-5871 ; G185E-5870 ; G185E-5869 ; G185E-5868	PWY0-1337 ; FAO-PWY	fatty acid &beta;-oxidation I;oleate &beta;-oxidation;-
TU185E-5429	612255	612903	+	G185E-4653 ; G185E-4652		-
TU185E-6393	2637688	2639535	-	G185E-6582		-
TU185E-5797	1333931	1334845	+	G185E-5360		-
TU185E-6758	3433692	3435573	+	G185E-7333 ; G185E-7332 ; G185E-7331		-
TU185E-7126	4232374	4234536	-	G185E-8083 ; G185E-8082		-
TU185E-6009	1852273	1852878	+	G185E-5831		-
TU185E-5413	578426	579175	+	G185E-4618	GLUCONEO-PWY ; GLYCOLYSIS	glycolysis I (from glucose 6-phosphate);gluconeogenesis I
TU185E-6377	2608796	2610421	+	G185E-6560 ; G185E-6559	SULFATE-CYS-PWY ; CYSTSYN-PWY	superpathway of sulfate assimilation and cysteine biosynthesis;L-cysteine biosynthesis I
TU185E-5781	1287328	1296054	+	G185E-5334 ; G185E-5333 ; G185E-5332 ; G185E-5331 ; G185E-5330		-
TU185E-6742	3408022	3408306	-	G185E-7308		-
TU185E-7110	4201289	4205373	-	G185E-8050 ; G185E-8049 ; G185E-8048 ; G185E-8047 ; G185E-8046		-
TU185E-5993	1799583	1806000	+	G185E-5794 ; G185E-5793 ; G185E-5792 ; G185E-5791 ; G185E-5790 ; G185E-5789 ; G185E-5788 ; G185E-5787	HISTSYN-PWY;GLUTAMINDEG-PWY ; PWY490-4 ; PWY-5921 ; HISTSYN-PWY;PWY-2301	L-histidine biosynthesis;L-histidine biosynthesis;L-glutamine degradation I;glutaminyl-tRNA<sup>gln</sup> biosynthesis via transamidation;L-asparagine biosynthesis III (tRNA-dependent);-
TU185E-5397	558895	559755	+	G185E-4595		-
TU185E-6361	2580028	2580210	-	G185E-6529		-
TU185E-5765	1249330	1251404	-	G185E-5293 ; G185E-5292		-
TU185E-6726	3376939	3378243	-	G185E-7276		-
TU185E-7094	4181758	4182834	+	G185E-8021		-
TU185E-5977	1773928	1774620	-	G185E-5754		-
TU185E-5381	533833	534396	-	G185E-4570		-
TU185E-6345	2563174	2564028	+	G185E-6509	PWY-5350	thiosulfate disproportionation IV (rhodanese)
TU185E-5749	1221959	1222786	+	G185E-5259	PWY-5366	palmitoleate biosynthesis II (plants and bacteria)
TU185E-6710	3337995	3338999	-	G185E-7237	PWY4FS-8 ; PWY4FS-7 ; PWY-5667 ; PWY0-1319	phosphatidylglycerol biosynthesis I (plastidic);phosphatidylglycerol biosynthesis II (non-plastidic);CDP-diacylglycerol biosynthesis II;CDP-diacylglycerol biosynthesis I
TU185E-7078	4151180	4153483	-	G185E-7996 ; G185E-7995	PWY-3001 ; PWY-5345 ; THRESYN-PWY ; DAPLYSINESYN-PWY ; HOMOSERSYN-PWY	L-homoserine biosynthesis;superpathway of L-threonine biosynthesis;superpathway of L-methionine biosynthesis (by sulfhydrylation);;superpathway of L-isoleucine biosynthesis I
TU185E-5243	183622	186479	+	G185E-4274 ; G185E-4273 ; G185E-4272	NADPHOS-DEPHOS-PWY-1 ; NADPHOS-DEPHOS-PWY	NAD phosphorylation and transhydrogenation;NAD phosphorylation and dephosphorylation
TU185E-5365	495062	499619	-	G185E-4537 ; G185E-4536 ; G185E-4535		-
TU185E-7710	140267	141022	-	G185E-4233	PWY-6385	
TU185E-6329	2532245	2533965	+	G185E-6477 ; G185E-6476	PWY1G-170	-
TU185E-5733	1200767	1201660	+	G185E-5238	LIPAS-PWY	triacylglycerol degradation
TU185E-6694	3303103	3304248	-	G185E-7205	PWY-7742 ; PWY-7741	phenolphthiocerol biosynthesis;phthiocerol biosynthesis
TU185E-7062	4125439	4126479	+	G185E-7968		-
TU185E-5227	152324	155599	+	G185E-4244 ; G185E-4243	PWY-7900;PWY-2622 ; PWY-7900	glycogen biosynthesis III (from &alpha;-maltose 1-phosphate);glycogen biosynthesis III (from &alpha;-maltose 1-phosphate);trehalose biosynthesis IV
TU185E-5349	456268	456819	-	G185E-4504		-
TU185E-7694	194144	194815	-	G185E-4283		-
TU185E-6313	2506207	2506383	-	G185E-6445		-
TU185E-5717	1176928	1177469	+	G185E-5217 ; G185E-5216 ; G185E-5215	PWY0-1479 ; TRNA-CHARGING-PWY	tRNA charging;-
TU185E-6681	3230738	3232506	-	G185E-7172 ; G185E-7171		-
TU185E-7046	4093632	4094527	+	G185E-7934 ; G185E-7933		-
TU185E-5211	103710	104663	-	G185E-4211		-
TU185E-7414	2479923	2481701	-	G185E-6424		-
TU185E-5333	409362	414238	+	G185E-4467 ; G185E-4466 ; G185E-4465		-
TU185E-7678	321331	322722	+	G185E-4389		-
TU185E-6297	2469387	2470463	-	G185E-6415		-
TU185E-5701	1148427	1151686	-	G185E-5187 ; G185E-5186		-
TU185E-6665	3189851	3192201	-	G185E-7134 ; G185E-7133 ; G185E-7132	PWY4FS-8 ; PWY4FS-7 ; PWY-5667 ; PWY0-1319	phosphatidylglycerol biosynthesis I (plastidic);phosphatidylglycerol biosynthesis II (non-plastidic);CDP-diacylglycerol biosynthesis II;CDP-diacylglycerol biosynthesis I;-
TU185E-7030	4071791	4072666	+	G185E-7912		-
TU185E-5195	72274	74511	-	G185E-4181	PWY-6969	
TU185E-7398	2614693	2617581	+	G185E-6564		-
TU185E-5317	380556	382418	+	G185E-4435		-
TU185E-7662	414381	414941	-	G185E-4468		-
TU185E-6281	2434847	2437459	+	G185E-6383 ; G185E-6382	PWY-5120	geranylgeranyl diphosphate biosynthesis;-
TU185E-5685	1113511	1113583	+	G185E-5154	PWY0-1479 ; TRNA-CHARGING-PWY	tRNA charging
TU185E-6649	3160580	3162061	-	G185E-7103		-
TU185E-7014	4038158	4040704	-	G185E-7874		-
TU185E-5179	46581	47207	-	G185E-4156		-
TU185E-7382	2752262	2752660	+	G185E-6683		-
TU185E-5301	332708	336310	-	G185E-4401 ; G185E-4400 ; G185E-4399		-
TU185E-7646	584695	585423	+	G185E-4624		-
TU185E-6265	2400376	2401722	-	G185E-6347		-
TU185E-5669	1078391	1078687	+	G185E-5124		-
TU185E-6633	3116139	3116747	+	G185E-7061		-
TU185E-6998	4008719	4012270	-	G185E-7848 ; G185E-7847 ; G185E-7846 ; G185E-7845	PWY-6947 ; PWY-6944	;superpathway of cholesterol degradation II (cholesterol dehydrogenase);-
TU185E-5163	14089	15612	+	G185E-4126 ; G185E-4125	PWY-6629 ; TRPSYN-PWY	-;L-tryptophan biosynthesis;superpathway of L-tryptophan biosynthesis
TU185E-7366	2902509	2903531	-	G185E-6820		-
TU185E-5285	293604	293705	+	G185E-4365		-
TU185E-7630	717153	717893	-	G185E-4763		-
TU185E-6249	2367711	2368442	+	G185E-6314		-
TU185E-5653	1051544	1052317	-	G185E-5096		-
TU185E-6617	3089045	3090361	-	G185E-7031		-
TU185E-6982	3970705	3972453	-	G185E-7810		-
TU185E-7350	3021548	3021796	-	G185E-6956		-
TU185E-7347	3032520	3034619	-	G185E-6969		-
TU185E-5266	247384	248906	-	G185E-4328 ; G185E-4327		-
TU185E-7611	918912	919553	-	G185E-4975		-
TU185E-6230	2331416	2332879	-	G185E-6280		-
TU185E-5634	1010136	1014124	+	G185E-5062 ; G185E-5061		-
TU185E-6598	3056420	3058063	-	G185E-6993 ; G185E-6992		-
TU185E-6963	3901324	3902106	-	G185E-7759		-
TU185E-7331	3202420	3203397	+	G185E-7145		-
TU185E-7595	985513	985971	-	G185E-5041		-
TU185E-6214	2274569	2278932	-	G185E-6234 ; G185E-6233 ; G185E-6232 ; G185E-6231	GLYCOLYSIS	-;glycolysis I (from glucose 6-phosphate)
TU185E-5618	976872	978203	-	G185E-5032		-
TU185E-6582	3028098	3029123	+	G185E-6963		-
TU185E-6947	3874822	3876090	+	G185E-7731		-
TU185E-7315	3365836	3366450	-	G185E-7265		-
TU185E-7579	1118428	1119939	-	G185E-5160		-
TU185E-6198	2245209	2247584	+	G185E-6203 ; G185E-6202		-
TU185E-5602	934720	935490	+	G185E-4992		-
TU185E-6566	3001983	3003269	+	G185E-6933		-
TU185E-5969	1745064	1747146	+	G185E-5733 ; G185E-5732 ; G185E-5731		-
TU185E-6931	3843885	3844640	-	G185E-7704		-
TU185E-7299	3493168	3494181	-	G185E-7392	-	-
TU185E-7563	1259067	1261346	-	G185E-5299	PWY-5345 ; HSERMETANA-PWY ; PWY-5041	<i>S</i>-adenosyl-L-methionine cycle II;superpathway of L-methionine biosynthesis (by sulfhydrylation);L-methionine biosynthesis III
TU185E-6182	2225413	2226101	-	G185E-6182 ; G185E-6181		-
TU185E-5586	910972	912683	+	G185E-4968 ; G185E-4967	PWY1G-0	-
TU185E-6550	2973795	2975775	-	G185E-6899 ; G185E-6898		-
TU185E-5953	1708871	1710603	+	G185E-5706 ; G185E-5705		-
TU185E-6915	3812501	3816106	-	G185E-7675 ; G185E-7674 ; G185E-7673	PWY-7228 ; PWY-6125 ; PWY-7221 ; GLUTAMINDEG-PWY ; PWY490-4 ; PWY-5921;PWY-5123	guanosine ribonucleotides <i>de novo</i> biosynthesis;L-glutamine degradation I;superpathway of guanosine nucleotides <i>de novo</i> biosynthesis I;superpathway of guanosine nucleotides <i>de novo</i> biosynthesis II;glutaminyl-tRNA<sup>gln</sup> biosynthesis via transamidation;L-asparagine biosynthesis III (tRNA-dependent);<i>trans, trans</i>-farnesyl diphosphate biosynthesis;-
TU185E-7283	3585677	3585949	-	G185E-7479		-
TU185E-7547	1341358	1342605	-	G185E-5369		-
TU185E-6166	2187384	2194434	+	G185E-6138 ; G185E-6137 ; G185E-6136 ; G185E-6135 ; G185E-6134 ; G185E-6133	RIBOSYN2-PWY	-;flavin biosynthesis I (bacteria and plants)
TU185E-5570	881459	882418	+	G185E-4935		-
TU185E-6534	2958909	2959190	-	G185E-6876		-
TU185E-5937	1676941	1679172	+	G185E-5674 ; G185E-5673 ; G185E-5672 ; G185E-5671		-
TU185E-6899	3774482	3777501	-	G185E-7641 ; G185E-7640		-
TU185E-7267	3721257	3721697	+	G185E-7610		-
TU185E-7531	1485313	1485771	-	G185E-5501		-
TU185E-6150	2145214	2147633	-	G185E-6097 ; G185E-6096		-
TU185E-5554	848103	850040	-	G185E-4901		-
TU185E-6518	2927990	2929959	+	G185E-6843 ; G185E-6842	BSUBPOLYAMSYN-PWY	-;spermidine biosynthesis I
TU185E-5921	1623287	1630199	-	G185E-5632 ; G185E-5631 ; G185E-5630 ; G185E-5629 ; G185E-5628 ; G185E-5627	PENTOSE-P-PWY ; OXIDATIVEPENT-PWY; NONOXIPENT-PWY	pentose phosphate pathway (oxidative branch) I;pentose phosphate pathway;-;pentose phosphate pathway (non-oxidative branch);pentose phosphate pathway
TU185E-6883	3723904	3724548	+	G185E-7614		-
TU185E-7251	3889948	3890733	-	G185E-7750		-
TU185E-7515	1619791	1622091	+	G185E-5625		-
TU185E-6134	2120795	2121430	-	G185E-6065		-
TU185E-5538	819843	821476	-	G185E-4873 ; G185E-4872	SULFATE-CYS-PWY ; SER-GLYSYN-PWY ; SERSYN-PWY	-;superpathway of sulfate assimilation and cysteine biosynthesis;superpathway of L-serine and glycine biosynthesis I;L-serine biosynthesis I
TU185E-6502	2881758	2884334	+	G185E-6806 ; G185E-6805 ; G185E-6804 ; G185E-6803		-
TU185E-5906	1577613	1579580	+	G185E-5585		-
TU185E-6867	3691639	3693989	-	G185E-7580 ; G185E-7579		-
TU185E-7235	4016484	4017083	+	G185E-7852		-
TU185E-7499	1799073	1799483	-	G185E-5786		-
TU185E-6118	2087971	2089518	-	G185E-6035		-
TU185E-5522	789157	789411	-	G185E-4832		-
TU185E-6486	2854267	2857781	-	G185E-6770 ; G185E-6769 ; G185E-6768		-
TU185E-5890	1541994	1543255	-	G185E-5552 ; G185E-5551		-
TU185E-6851	3647885	3650109	+	G185E-7542 ; G185E-7541		-
TU185E-7219	4153740	4155674	+	G185E-7997	BRANCHED-CHAIN-AA-SYN-PWY ; LEUSYN-PWY	superpathway of branched chain amino acid biosynthesis;L-leucine biosynthesis
TU185E-7483	1965657	1965941	+	G185E-5933		-
TU185E-6102	2056521	2057423	+	G185E-6009		-
TU185E-5506	753693	754409	-	G185E-4801		-
TU185E-6470	2808083	2808735	+	G185E-6730 ; G185E-6729		-
TU185E-5874	1500661	1508187	+	G185E-5520 ; G185E-5519 ; G185E-5518 ; G185E-5517 ; G185E-5516 ; G185E-5515 ; G185E-5514 ; G185E-5513 ; G185E-5512 ; G185E-5511 ; G185E-5510	PWY-7289;PWY-7289 ; PWY0-1507;PWY-6385 ; PWY-6387;PWY0-1479	-;;biotin biosynthesis from 8-amino-7-oxononanoate I;;UDP-<i>N</i>-acetylmuramoyl-pentapeptide biosynthesis I (<i>meso</i>-diaminopimelate containing);tRNA processing
TU185E-6835	3613664	3614398	-	G185E-7512		-
TU185E-7203	4223699	4224895	-	G185E-8074		-
TU185E-7467	2144940	2145248	+	G185E-6095		-
TU185E-6086	2032240	2033751	+	G185E-5990		-
TU185E-5490	729327	730166	-	G185E-4771		-
TU185E-6454	2768261	2768884	-	G185E-6700		-
TU185E-5858	1468171	1469505	-	G185E-5487		-
TU185E-6819	3583801	3584658	-	G185E-7477		-
TU185E-7187	4404433	4405167	-	G185E-8214		-
TU185E-7451	2204212	2204706	+	G185E-6159		-
TU185E-6070	2000074	2000433	+	G185E-5963		-
TU185E-5474	701406	702759	+	G185E-4741 ; G185E-4740		-
TU185E-6438	2737117	2739686	-	G185E-6672 ; G185E-6671	PROSYN-PWY	-;L-proline biosynthesis I
TU185E-5842	1424197	1425293	+	G185E-5447 ; G185E-5446		-
TU185E-6803	3550374	3551044	+	G185E-7448 ; G185E-7447		-
TU185E-7171	4362032	4364757	-	G185E-8181 ; G185E-8180		-
TU185E-7435	2346197	2347324	-	G185E-6295		-
TU185E-6054	1970989	1971991	-	G185E-5940 ; G185E-5939	PWY-6404 ; PWY-6383 ; PWY-5123	<i>trans, trans</i>-farnesyl diphosphate biosynthesis;;superpathway of mycolyl-arabinogalactan-peptidoglycan complex biosynthesis;-
TU185E-5458	661003	663373	+	G185E-4704 ; G185E-4703	PWY-7210 ; PWY-7229 ; PWY-7227 ; PWY-6126 ; PWY-7220 ; PWY-7211 ; PWY-7184 ; PWY-6545 ; PWY0-166 ; PWY-7228 ; PWY-6125 ; PWY-7226 ; PWY-7222	pyrimidine deoxyribonucleotides biosynthesis from CTP;guanosine deoxyribonucleotides <i>de novo</i> biosynthesis II;guanosine deoxyribonucleotides <i>de novo</i> biosynthesis I;;superpathway of pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis;pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis I;superpathway of pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis (E. coli);superpathway of guanosine nucleotides <i>de novo</i> biosynthesis I;superpathway of adenosine nucleotides <i>de novo</i> biosynthesis II;superpathway of guanosine nucleotides <i>de novo</i> biosynthesis II;superpathway of adenosine nucleotides <i>de novo</i> biosynthesis I;adenosine deoxyribonucleotides <i>de novo</i> biosynthesis;adenosine deoxyribonucleotides <i>de novo</i> biosynthesis II;-
TU185E-6422	2710351	2713784	-	G185E-6645 ; G185E-6644 ; G185E-6643		-
TU185E-5826	1395821	1399240	-	G185E-5422		-
TU185E-6787	3508095	3509066	+	G185E-7406		-
TU185E-7155	4323499	4323897	+	G185E-8147		-
TU185E-7419	2453819	2455756	+	G185E-6401		-
TU185E-6038	1934882	1941679	+	G185E-5905 ; G185E-5904 ; G185E-5903 ; G185E-5902 ; G185E-5901 ; G185E-5900 ; G185E-5899	PWY-7205 ; PWY0-162 ; PWY-7208 ; PWY-7211 ; PWY-7176 ; PWY-7200 ; PWY-7197	;CMP phosphorylation;superpathway of pyrimidine deoxyribonucleoside salvage;superpathway of pyrimidine nucleobases salvage;superpathway of pyrimidine ribonucleotides <i>de novo</i> biosynthesis;UTP and CTP <i>de novo</i> biosynthesis;superpathway of pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis;-
TU185E-5442	637583	637969	-	G185E-4679		-
TU185E-6406	2667255	2675837	-	G185E-6609 ; G185E-6608 ; G185E-6607	PWY185E-1	
TU185E-5810	1364413	1365186	+	G185E-5391		-
TU185E-6771	3468413	3471369	-	G185E-7366 ; G185E-7365 ; G185E-7364 ; G185E-7363		-
TU185E-7139	4281647	4282402	+	G185E-8113		-
TU185E-6022	1898300	1899916	-	G185E-5864 ; G185E-5863		-
TU185E-5426	606551	608062	+	G185E-4647		-
TU185E-6390	2632923	2634098	-	G185E-6578		-
TU185E-5794	1327689	1329305	-	G185E-5355		-
TU185E-6755	3431428	3431838	+	G185E-7328		-
TU185E-7123	4224985	4230100	+	G185E-8079 ; G185E-8078 ; G185E-8077 ; G185E-8076 ; G185E-8075	PWY-6404 ; PWY-6397	-;superpathway of mycolyl-arabinogalactan-peptidoglycan complex biosynthesis;
TU185E-6006	1837075	1840583	+	G185E-5823 ; G185E-5822		-
TU185E-5410	575033	575069	+	G185E-4614		-
TU185E-6374	2603695	2604222	-	G185E-6554		-
TU185E-5778	1281429	1281872	+	G185E-5322	PYRIDOXSYN-PWY	pyridoxal 5'-phosphate biosynthesis I
TU185E-6739	3405136	3406215	+	G185E-7305		-
TU185E-7107	4197628	4198137	-	G185E-8039		-
TU185E-5990	1793997	1794707	-	G185E-5781		-
TU185E-5394	554313	556306	-	G185E-4592 ; G185E-4591		-
TU185E-6358	2577851	2578696	-	G185E-6526		-
TU185E-5762	1241971	1243504	-	G185E-5286 ; G185E-5285 ; G185E-5284		-
TU185E-6723	3367264	3371730	-	G185E-7270 ; G185E-7269 ; G185E-7268 ; G185E-7267	GLUTAMINDEG-PWY ; PWY-5921 ; PWY490-4;GLYCOLYSIS	L-glutamine degradation I;glutaminyl-tRNA<sup>gln</sup> biosynthesis via transamidation;L-asparagine biosynthesis III (tRNA-dependent);glycolysis I (from glucose 6-phosphate)
TU185E-7091	4172955	4174763	+	G185E-8017		-
TU185E-5974	1760997	1761605	+	G185E-5744		-
TU185E-5378	526143	528314	-	G185E-4564 ; G185E-4563	PWY-6823	molybdenum cofactor biosynthesis;-
TU185E-913	1986854	1987696	-	G185E-5950	-	-
TU185E-6342	2555941	2558810	+	G185E-6503 ; G185E-6502 ; G185E-6501		-
TU185E-5746	1219248	1220186	-	G185E-5256	PANTO-PWY	phosphopantothenate biosynthesis I
TU185E-6707	3327023	3331612	-	G185E-7230 ; G185E-7229 ; G185E-7228 ; G185E-7227		-
TU185E-7075	4149091	4149480	-	G185E-7992		-
TU185E-5240	176665	176952	-	G185E-4267		-
TU185E-5362	480355	483656	-	G185E-4528 ; G185E-4527		-
TU185E-7707	144049	145626	+	G185E-4236	PWY0-42 ; FAO-PWY ; PWY0-1337 ; PWY-5971 ; P221-PWY ; PWY-5989	stearate biosynthesis II (bacteria and plants);palmitate biosynthesis II (bacteria and plants);octane oxidation;2-methylcitrate cycle I;fatty acid &beta;-oxidation I;oleate &beta;-oxidation
TU185E-6326	2528520	2529174	-	G185E-6472 ; G185E-6471		-
TU185E-5730	1197231	1198082	+	G185E-5235		-
TU185E-7059	4118776	4120955	+	G185E-7964 ; G185E-7963		-
TU185E-5224	148491	149224	+	G185E-4240 ; G185E-4239		-
TU185E-5346	454421	455386	+	G185E-4501		-
TU185E-7691	224724	226571	-	G185E-4313		-
TU185E-6310	2497742	2498587	+	G185E-6436	PANTO-PWY	phosphopantothenate biosynthesis I
TU185E-5714	1172881	1173786	+	G185E-5210		-
TU185E-6678	3221767	3223524	-	G185E-7166		-
TU185E-7043	4091233	4091517	+	G185E-7930		-
TU185E-5208	99684	100451	+	G185E-4208	PWY-I9 ; PWY0-1391	L-cysteine biosynthesis VI (from L-methionine);<i>S</i>-methyl-5'-thioadenosine degradation IV
TU185E-7411	2500445	2500751	-	G185E-6438		-
TU185E-5330	401873	405841	-	G185E-4462 ; G185E-4461	PWY-3001 ; PWY-5345 ; THRESYN-PWY ; ASPARTATESYN-PWY ; ASPARTATE-DEG1-PWY ; PHESYN	L-aspartate biosynthesis;superpathway of L-threonine biosynthesis;L-phenylalanine biosynthesis I;superpathway of L-methionine biosynthesis (by sulfhydrylation);L-aspartate degradation I;superpathway of L-isoleucine biosynthesis I;-
TU185E-7675	330933	331658	-	G185E-4397		-
TU185E-6294	2461504	2463047	-	G185E-6408 ; G185E-6407		-
TU185E-5698	1138967	1143648	+	G185E-5180 ; G185E-5179	PWY-7211 ; PWY0-166 ; PWY-7184 ; PWY-7187 ; PWY-6545 ; PWY-7206	;superpathway of pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis;pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis I;superpathway of pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis (E. coli);pyrimidine deoxyribonucleotides dephosphorylation;-
TU185E-6662	3187030	3187611	+	G185E-7127		-
TU185E-7027	4064851	4067285	-	G185E-7906 ; G185E-7905		-
TU185E-5192	65552	66694	+	G185E-4176		-
TU185E-7395	2651753	2651938	+	G185E-6597		-
TU185E-5314	377113	377829	+	G185E-4431		-
TU185E-7659	438302	438739	-	G185E-4484		-
TU185E-6278	2431565	2431969	-	G185E-6378		-
TU185E-5682	1110269	1111549	+	G185E-5151	PWY-6823	molybdenum cofactor biosynthesis
TU185E-6646	3150171	3151201	+	G185E-7095 ; G185E-7094		-
TU185E-7011	4034352	4035710	+	G185E-7871		-
TU185E-5176	39877	41202	-	G185E-4151		-
TU185E-7379	2824678	2825484	+	G185E-6745	PWY-6113 ; PWYG-321	mycolate biosynthesis;superpathway of mycolate biosynthesis
TU185E-5298	323338	324531	-	G185E-4391		-
TU185E-7643	611172	612074	-	G185E-4651		-
TU185E-6262	2397330	2398406	+	G185E-6344		-
TU185E-5666	1076196	1076678	-	G185E-5120		-
TU185E-6630	3113658	3114812	+	G185E-7057		-
TU185E-6995	3999647	4001589	-	G185E-7837 ; G185E-7836	PWY-6947 ; PWY-6944	;superpathway of cholesterol degradation II (cholesterol dehydrogenase)
TU185E-5160	10887	11184	+	G185E-4120 ; G185E-4119	PWY0-1479 ; TRNA-CHARGING-PWY	tRNA charging
TU185E-7363	2943376	2943603	+	G185E-6858		-
TU185E-5282	289104	289782	+	G185E-4361 ; G185E-4360		-
TU185E-7627	778990	779487	+	G185E-4821		-
TU185E-6246	2364086	2364781	-	G185E-6310 ; G185E-6309		-
TU185E-5650	1041264	1045222	+	G185E-5091 ; G185E-5090 ; G185E-5089 ; G185E-5088		-
TU185E-6614	3084485	3085555	-	G185E-7026		-
TU185E-6979	3962439	3964054	+	G185E-7804 ; G185E-7803	PWY-6947 ; PWY-6944	;superpathway of cholesterol degradation II (cholesterol dehydrogenase);-
TU185E-7344	3059262	3059786	+	G185E-6996	ARGSYN-PWY ; GLUTORN-PWY ; ARGSYNBSUB-PWY	L-arginine biosynthesis II (acetyl cycle);L-arginine biosynthesis I (via L-ornithine);L-ornithine biosynthesis I
TU185E-5263	236550	237895	+	G185E-4320 ; G185E-4319		-
TU185E-7608	930953	931597	+	G185E-4989		-
TU185E-6227	2324647	2326809	-	G185E-6273 ; G185E-6272		-
TU185E-5631	1004501	1006562	-	G185E-5057 ; G185E-5056		-
TU185E-6595	3053233	3053682	+	G185E-6989		-
TU185E-6960	3895820	3898885	+	G185E-7756		-
TU185E-7328	3226363	3228243	+	G185E-7169		-
TU185E-7592	995318	996295	-	G185E-5047		-
TU185E-6211	2268268	2270240	-	G185E-6227 ; G185E-6226		-
TU185E-5615	965983	967733	-	G185E-5024 ; G185E-5023 ; G185E-5022	PWY-6823	molybdenum cofactor biosynthesis;-
TU185E-6579	3023565	3024257	+	G185E-6959		-
TU185E-6944	3872617	3873405	+	G185E-7728		-
TU185E-7312	3375758	3376387	+	G185E-7274		-
TU185E-7576	1125444	1127003	-	G185E-5165	TRNA-CHARGING-PWY	tRNA charging
TU185E-6195	2240159	2242876	+	G185E-6199		-
TU185E-5599	924951	927610	+	G185E-4987 ; G185E-4986		-
TU185E-6563	2995115	2995945	+	G185E-6927	PWY0-1337 ; FAO-PWY	fatty acid &beta;-oxidation I;oleate &beta;-oxidation
TU185E-5966	1742244	1743771	+	G185E-5728 ; G185E-5727	PWY-7884	lipoprotein posttranslational modification;-
TU185E-6928	3841714	3842076	-	G185E-7701		-
TU185E-7296	3496551	3497549	+	G185E-7395		-
TU185E-7560	1267347	1268195	+	G185E-5307		-
TU185E-6179	2221719	2223164	-	G185E-6178		-
TU185E-5583	907338	908018	-	G185E-4962		-
TU185E-6547	2970123	2971549	+	G185E-6894 ; G185E-6893		-
TU185E-5950	1701295	1702593	+	G185E-5698		-
TU185E-6912	3804865	3805575	+	G185E-7666		-
TU185E-7280	3590692	3591492	-	G185E-7484		-
TU185E-7544	1345260	1346324	+	G185E-5372	DAPLYSINESYN-PWY	
TU185E-6163	2180450	2181217	-	G185E-6125		-
TU185E-5567	873343	874943	+	G185E-4929 ; G185E-4928		-
TU185E-6531	2955058	2955420	+	G185E-6872		-
TU185E-5934	1666990	1669144	+	G185E-5662 ; G185E-5661		-
TU185E-6896	3771344	3772534	+	G185E-7635		-
TU185E-7264	3769111	3769500	+	G185E-7630		-
TU185E-7528	1539512	1540645	-	G185E-5549		-
TU185E-6147	2139419	2139656	+	G185E-6087		-
TU185E-5551	838451	840856	+	G185E-4892		-
TU185E-6515	2923199	2925383	-	G185E-6836 ; G185E-6835 ; G185E-6834		-
TU185E-5918	1611434	1612393	+	G185E-5617 ; G185E-5616		-
TU185E-6880	3717090	3719746	+	G185E-7608 ; G185E-7607	GLUAMCAT-PWY	<i>N</i>-acetylglucosamine degradation I;-
TU185E-7248	3904622	3905566	-	G185E-7762		-
